obs,type,targ,nD,rt,accuracy,response
57,greenVertical,absent,15,1.133135,1,0
57,greenVertical,present,15,1.19444,1,1
57,greenVertical,present,15,0.87705,1,1
57,greenVertical,present,15,1.222065,1,1
57,greenVertical,absent,15,0.978345,1,0
57,greenVertical,absent,15,1.59221,1,0
57,greenVertical,absent,15,1.22969,1,0
57,greenVertical,absent,15,1.492355,1,0
57,greenVertical,absent,15,1.968055,1,0
57,greenVertical,absent,15,1.319235,1,0
57,greenVertical,absent,15,0.786105,1,0
57,greenVertical,present,15,0.57182,1,1
57,greenVertical,present,15,1.29846,1,1
57,greenVertical,absent,15,1.437945,1,0
57,greenVertical,absent,15,2.033935,1,0
57,greenVertical,absent,15,0.939765,1,0
57,greenVertical,absent,15,1.357505,1,0
57,greenVertical,absent,15,1.54584,1,0
57,redHorizontal,absent,15,2.04424,1,0
57,redHorizontal,present,15,0.985785,1,1
57,redHorizontal,present,15,1.42384,1,1
57,redHorizontal,absent,15,1.257755,1,0
57,redHorizontal,present,15,0.83529,1,1
57,redHorizontal,absent,15,2.079045,1,0
57,redHorizontal,absent,15,0.982225,1,0
57,redHorizontal,present,15,0.62569,1,1
57,redHorizontal,absent,15,1.163445,1,0
57,redHorizontal,absent,15,1.157455,1,0
57,redHorizontal,present,15,1.374415,1,1
57,redHorizontal,present,15,0.70897,1,1
57,redHorizontal,absent,15,0.833255,1,0
57,redHorizontal,present,15,1.22102,1,1
57,redHorizontal,present,15,0.737515,1,1
57,redHorizontal,present,15,0.99917,1,1
57,redHorizontal,present,15,0.961015,0,0
57,redHorizontal,present,15,3.16276,1,1
57,redHorizontal,present,15,1.150235,1,1
57,redHorizontal,present,15,1.09463,1,1
57,redHorizontal,present,15,1.36426,1,1
57,redHorizontal,present,15,0.930735,1,1
57,redHorizontal,absent,15,1.56099,1,0
57,redHorizontal,absent,15,1.601205,1,0
57,redHorizontal,absent,15,1.135765,1,0
57,redHorizontal,present,15,0.64871,1,1
57,redHorizontal,absent,15,1.149445,1,0
57,redHorizontal,present,15,1.2627,1,1
57,redHorizontal,absent,15,1.198565,1,0
57,redHorizontal,absent,15,1.10794,1,0
57,redHorizontal,absent,15,1.345655,1,0
57,redHorizontal,absent,15,1.104125,1,0
57,redHorizontal,present,15,0.787625,1,1
57,redHorizontal,absent,15,1.38268,1,0
57,redHorizontal,present,15,1.31224,1,1
57,redHorizontal,present,15,1.794635,1,1
57,redHorizontal,present,15,1.435715,1,1
57,redHorizontal,absent,15,1.763375,1,0
57,redHorizontal,present,15,0.65669,1,1
57,redHorizontal,present,15,0.688965,0,0
57,redHorizontal,absent,15,1.425235,1,0
57,redHorizontal,present,15,0.715495,1,1
57,redHorizontal,absent,15,0.604655,1,0
57,redHorizontal,absent,15,0.78801,1,0
57,redHorizontal,absent,15,1.2095,1,0
57,redHorizontal,absent,15,0.63183,1,0
57,redHorizontal,absent,15,0.672955,1,0
57,redHorizontal,absent,15,1.20797,1,0
57,redHorizontal,absent,15,0.80443,1,0
58,greenVertical,absent,15,0.81496,1,0
58,greenVertical,present,15,0.87376,1,1
58,greenVertical,present,15,0.878035,1,1
58,greenVertical,absent,15,0.849125,1,0
58,greenVertical,present,15,0.8058,1,1
58,greenVertical,present,15,0.56721,1,1
58,greenVertical,present,15,0.703885,1,1
58,greenVertical,absent,15,0.6852,1,0
58,greenVertical,absent,15,0.76065,1,0
58,greenVertical,absent,15,0.69512,1,0
58,greenVertical,present,15,0.57295,1,1
58,greenVertical,absent,15,0.67674,1,0
58,greenVertical,absent,15,0.73658,1,0
58,greenVertical,absent,15,0.63873,1,0
58,greenVertical,present,15,0.58494,0,0
58,greenVertical,present,15,0.80868,1,1
58,greenVertical,absent,15,0.56704,1,0
58,greenVertical,absent,15,0.710745,1,0
58,greenVertical,absent,15,0.7262,1,0
58,greenVertical,absent,15,0.70679,1,0
58,greenVertical,absent,15,0.77511,1,0
58,greenVertical,absent,15,0.6354,1,0
58,greenVertical,absent,15,0.602265,1,0
58,greenVertical,absent,15,0.477095,1,0
58,greenVertical,absent,15,0.553195,1,0
58,greenVertical,present,15,0.86344,1,1
58,greenVertical,present,15,0.741,1,1
58,greenVertical,absent,15,0.71044,1,0
58,greenVertical,present,15,0.771155,0,0
58,greenVertical,absent,15,0.79422,1,0
58,greenVertical,present,15,0.71094,1,1
58,greenVertical,absent,15,0.640965,1,0
58,greenVertical,present,15,0.639205,1,1
58,greenVertical,absent,15,0.914105,1,0
58,greenVertical,present,15,0.61235,1,1
58,greenVertical,present,15,0.68498,0,0
58,greenVertical,absent,15,0.803495,1,0
58,greenVertical,absent,15,0.81401,1,0
58,greenVertical,absent,15,0.667855,1,0
58,greenVertical,present,15,0.57239,0,0
58,greenVertical,present,15,0.537245,0,0
58,greenVertical,present,15,0.61953,1,1
58,greenVertical,present,15,0.540975,1,1
58,greenVertical,present,15,0.68841,0,0
58,greenVertical,present,15,0.527845,1,1
58,greenVertical,present,15,0.63035,1,1
58,greenVertical,present,15,0.683375,1,1
58,greenVertical,absent,15,0.6858,1,0
58,greenVertical,present,15,0.55521,1,1
58,greenVertical,present,15,0.62016,0,0
58,redHorizontal,absent,15,0.68427,0,1
58,redHorizontal,present,15,0.676025,1,1
58,redHorizontal,absent,15,0.72152,1,0
58,redHorizontal,absent,15,0.595115,1,0
58,redHorizontal,present,15,0.635825,1,1
58,redHorizontal,present,15,0.793685,1,1
58,redHorizontal,absent,15,0.729825,1,0
58,redHorizontal,present,15,0.7744,1,1
58,redHorizontal,absent,15,0.53324,1,0
58,redHorizontal,absent,15,0.5656,1,0
58,redHorizontal,absent,15,0.555035,1,0
58,redHorizontal,present,15,0.998445,0,0
58,redHorizontal,absent,15,1.333985,1,0
58,redHorizontal,present,15,1.07726,1,1
58,redHorizontal,present,15,0.90265,1,1
58,redHorizontal,absent,15,0.74133,1,0
58,redHorizontal,absent,15,0.730075,1,0
58,redHorizontal,absent,15,0.73316,1,0
58,redHorizontal,present,15,0.650115,1,1
58,redHorizontal,present,15,0.740625,0,0
58,redHorizontal,absent,15,1.2557449999999999,1,0
58,redHorizontal,present,15,0.80137,1,1
58,redHorizontal,absent,15,0.68122,1,0
58,redHorizontal,present,15,0.58375,1,1
58,redHorizontal,absent,15,0.738875,1,0
58,redHorizontal,absent,15,0.61732,1,0
58,redHorizontal,absent,15,0.656855,1,0
58,redHorizontal,absent,15,0.58253,1,0
58,redHorizontal,absent,15,0.9263,1,0
58,redHorizontal,present,15,0.90634,1,1
58,redHorizontal,absent,15,0.709655,1,0
58,redHorizontal,absent,15,1.67714,1,0
58,redHorizontal,absent,15,0.65794,1,0
58,redHorizontal,present,15,0.63568,1,1
58,redHorizontal,present,15,0.65224,1,1
58,redHorizontal,present,15,0.672315,1,1
58,redHorizontal,present,15,0.613155,1,1
58,redHorizontal,present,15,0.715755,1,1
58,redHorizontal,present,15,0.571495,1,1
58,redHorizontal,absent,15,0.674405,1,0
58,redHorizontal,present,15,0.64768,1,1
58,redHorizontal,absent,15,0.6035,1,0
58,redHorizontal,present,15,0.567625,1,1
58,redHorizontal,absent,15,0.90246,1,0
58,redHorizontal,present,15,0.663765,1,1
58,redHorizontal,present,15,0.74498,1,1
58,redHorizontal,present,15,0.730865,1,1
58,redHorizontal,present,15,1.16847,1,1
58,redHorizontal,absent,15,0.693085,1,0
58,redHorizontal,present,15,0.696435,1,1
59,greenVertical,present,15,3.425,0,0
59,greenVertical,present,15,2.628,0,0
59,greenVertical,present,15,2.541,1,1
59,greenVertical,absent,15,1.335,1,0
59,greenVertical,present,15,1.315,0,0
59,greenVertical,absent,15,1.848,1,0
59,greenVertical,absent,15,1.499,1,0
59,greenVertical,present,15,1.486,1,1
59,greenVertical,present,15,1.186,1,1
59,greenVertical,present,15,1.266,1,1
59,greenVertical,absent,15,2.975,1,0
59,greenVertical,absent,15,2.62,1,0
59,greenVertical,present,15,1.534,1,1
59,greenVertical,present,15,0.934,1,1
59,greenVertical,present,15,1.121,1,1
59,greenVertical,absent,15,1.482,1,0
59,greenVertical,absent,15,1.124,1,0
59,greenVertical,present,15,1.139,1,1
59,greenVertical,absent,15,2.3,1,0
59,greenVertical,absent,15,1.037,1,0
59,greenVertical,present,15,0.772,1,1
59,greenVertical,present,15,1.132,1,1
59,greenVertical,present,15,1.583,0,0
59,greenVertical,present,15,1.983,1,1
59,greenVertical,present,15,1.04,1,1
59,greenVertical,absent,15,1.635,1,0
59,greenVertical,present,15,1.233,1,1
59,greenVertical,absent,15,1.345,1,0
59,greenVertical,absent,15,1.125,1,0
59,greenVertical,absent,15,1.508,1,0
59,greenVertical,present,15,1.121,1,1
59,greenVertical,present,15,1.485,1,1
59,greenVertical,absent,15,1.713,1,0
59,greenVertical,present,15,1.069,1,1
59,greenVertical,absent,15,1.248,1,0
59,greenVertical,present,15,1.178,1,1
59,greenVertical,present,15,1.543,1,1
59,greenVertical,absent,15,1.298,1,0
59,greenVertical,absent,15,1.759,1,0
59,greenVertical,present,15,1.703,1,1
59,greenVertical,absent,15,1.624,1,0
59,greenVertical,absent,15,1.318,1,0
59,greenVertical,absent,15,1.208,1,0
59,greenVertical,absent,15,1.064,1,0
59,greenVertical,absent,15,1.18,1,0
59,greenVertical,present,15,1.826,1,1
59,greenVertical,absent,15,1.591,1,0
59,greenVertical,absent,15,1.07,1,0
59,redHorizontal,absent,15,1.979,0,1
59,redHorizontal,absent,15,0.916,1,0
59,redHorizontal,present,15,1.302,1,1
59,redHorizontal,absent,15,1.158,1,0
59,redHorizontal,present,15,1.279,0,0
59,redHorizontal,absent,15,1.237,1,0
59,redHorizontal,present,15,1.007,0,0
59,redHorizontal,present,15,0.918,1,1
59,redHorizontal,absent,15,1.921,1,0
59,redHorizontal,absent,15,1.348,1,0
59,redHorizontal,present,15,1.283,1,1
59,redHorizontal,present,15,0.646,1,1
59,redHorizontal,present,15,1.696,1,1
59,redHorizontal,present,15,1.083,1,1
59,redHorizontal,present,15,1.093,1,1
59,redHorizontal,absent,15,1.456,1,0
59,redHorizontal,absent,15,1.154,1,0
59,redHorizontal,present,15,0.831,1,1
59,redHorizontal,present,15,1.412,1,1
59,redHorizontal,present,15,0.854,1,1
59,redHorizontal,present,15,0.703,1,1
59,redHorizontal,present,15,1.526,1,1
59,redHorizontal,absent,15,2.557,1,0
59,redHorizontal,present,15,1.008,1,1
59,redHorizontal,present,15,1.244,1,1
59,redHorizontal,absent,15,2.158,1,0
59,redHorizontal,absent,15,2.24,1,0
59,redHorizontal,present,15,1.051,1,1
59,redHorizontal,present,15,0.692,1,1
59,redHorizontal,absent,15,1.428,1,0
59,redHorizontal,present,15,0.733,1,1
59,redHorizontal,absent,15,1.038,1,0
59,redHorizontal,absent,15,1.418,1,0
59,redHorizontal,absent,15,1.349,1,0
59,redHorizontal,absent,15,1.1,1,0
59,redHorizontal,absent,15,1.368,1,0
59,redHorizontal,absent,15,2.064,1,0
59,redHorizontal,absent,15,1.641,1,0
59,redHorizontal,absent,15,1.274,1,0
59,redHorizontal,present,15,2.719,1,1
59,redHorizontal,absent,15,1.282,1,0
59,redHorizontal,present,15,1.357,1,1
59,redHorizontal,absent,15,1.333,1,0
59,redHorizontal,present,15,0.897,1,1
59,redHorizontal,absent,15,1.24,1,0
59,redHorizontal,absent,15,0.996,1,0
59,redHorizontal,present,15,1.095,1,1
59,redHorizontal,present,15,0.705,1,1
59,redHorizontal,present,15,1.392,1,1
59,redHorizontal,absent,15,1.19,1,0
60,redHorizontal,present,15,1.858,1,1
60,redHorizontal,present,15,1.142,1,1
60,redHorizontal,absent,15,1.768,1,0
60,redHorizontal,absent,15,0.891,1,0
60,redHorizontal,present,15,0.818,0,0
60,redHorizontal,absent,15,2.458,1,0
60,redHorizontal,present,15,1.079,1,1
60,redHorizontal,absent,15,1.294,1,0
60,redHorizontal,absent,15,1.326,1,0
60,redHorizontal,absent,15,1.175,1,0
60,redHorizontal,present,15,1.169,1,1
60,redHorizontal,present,15,1.247,1,1
60,redHorizontal,present,15,1.078,1,1
60,redHorizontal,present,15,0.815,1,1
60,redHorizontal,absent,15,1.061,1,0
60,redHorizontal,absent,15,1.297,1,0
60,redHorizontal,absent,15,1.025,1,0
60,redHorizontal,absent,15,0.912,1,0
60,redHorizontal,present,15,0.996,1,1
60,redHorizontal,absent,15,1.527,1,0
60,redHorizontal,present,15,1.567,1,1
60,redHorizontal,present,15,0.8,1,1
60,redHorizontal,present,15,1.093,1,1
60,redHorizontal,absent,15,0.978,1,0
60,redHorizontal,present,15,0.711,1,1
60,redHorizontal,present,15,0.875,0,0
60,redHorizontal,present,15,0.895,0,0
60,redHorizontal,present,15,0.868,1,1
60,redHorizontal,absent,15,2.944,1,0
60,redHorizontal,present,15,0.868,1,1
60,redHorizontal,absent,15,1.126,1,0
60,redHorizontal,present,15,0.888,1,1
60,redHorizontal,absent,15,0.946,1,0
60,redHorizontal,present,15,0.816,1,1
60,redHorizontal,present,15,0.909,1,1
60,redHorizontal,absent,15,0.885,1,0
60,redHorizontal,present,15,0.658,1,1
60,redHorizontal,absent,15,0.979,1,0
60,redHorizontal,present,15,0.897,1,1
60,redHorizontal,absent,15,0.998,1,0
60,redHorizontal,absent,15,0.735,1,0
60,redHorizontal,absent,15,1.115,1,0
60,redHorizontal,absent,15,0.83,1,0
60,redHorizontal,absent,15,1.263,1,0
60,redHorizontal,absent,15,1.013,1,0
60,redHorizontal,absent,15,1.39,1,0
60,redHorizontal,absent,15,0.89,1,0
60,redHorizontal,present,15,0.864,1,1
60,redHorizontal,present,15,1.674,1,1
60,redHorizontal,present,15,0.783,1,1
60,greenVertical,absent,15,1.294,1,0
60,greenVertical,present,15,1.244,1,1
60,greenVertical,present,15,0.934,1,1
60,greenVertical,absent,15,1.297,1,0
60,greenVertical,absent,15,1.382,1,0
60,greenVertical,present,15,0.932,1,1
60,greenVertical,present,15,1.33,1,1
60,greenVertical,present,15,1.008,1,1
60,greenVertical,absent,15,1.746,1,0
60,greenVertical,absent,15,1.105,1,0
60,greenVertical,absent,15,1.836,1,0
60,greenVertical,absent,15,1.089,1,0
60,greenVertical,present,15,1.578,1,1
60,greenVertical,absent,15,1.591,1,0
60,greenVertical,absent,15,1.13,1,0
60,greenVertical,present,15,0.893,1,1
60,greenVertical,absent,15,1.491,1,0
60,greenVertical,present,15,0.944,1,1
60,greenVertical,present,15,0.787,1,1
60,greenVertical,present,15,0.778,1,1
60,greenVertical,present,15,1.508,1,1
60,greenVertical,absent,15,1.258,0,1
60,greenVertical,present,15,0.794,1,1
60,greenVertical,present,15,0.859,1,1
60,greenVertical,absent,15,1.794,1,0
60,greenVertical,present,15,0.71,1,1
60,greenVertical,absent,15,1.882,1,0
60,greenVertical,present,15,0.63,1,1
60,greenVertical,absent,15,1.415,1,0
60,greenVertical,present,15,1.476,1,1
60,greenVertical,present,15,0.593,1,1
60,greenVertical,absent,15,1.179,1,0
60,greenVertical,absent,15,3.097,1,0
60,greenVertical,absent,15,3.462,1,0
60,greenVertical,present,15,0.694,1,1
60,greenVertical,present,15,0.508,1,1
60,greenVertical,absent,15,1.679,1,0
60,greenVertical,present,15,0.628,1,1
60,greenVertical,present,15,0.55,1,1
60,greenVertical,absent,15,1.066,1,0
60,greenVertical,absent,15,1.356,1,0
60,greenVertical,present,15,0.994,1,1
60,greenVertical,absent,15,1.429,1,0
60,greenVertical,present,15,0.636,1,1
60,greenVertical,present,15,1.051,1,1
60,greenVertical,absent,15,1.775,1,0
60,greenVertical,absent,15,1.002,1,0
60,greenVertical,present,15,1.151,1,1
60,greenVertical,absent,15,1.559,1,0
60,greenVertical,absent,15,1.232,1,0
61,redHorizontal,absent,15,2.225,1,0
61,redHorizontal,absent,15,2.043,1,0
61,redHorizontal,absent,15,1.979,1,0
61,redHorizontal,present,15,1.732,1,1
61,redHorizontal,absent,15,2.16,1,0
61,redHorizontal,absent,15,1.615,1,0
61,redHorizontal,present,15,1.064,1,1
61,redHorizontal,absent,15,0.994,1,0
61,redHorizontal,absent,15,0.661,1,0
61,redHorizontal,absent,15,0.996,1,0
61,redHorizontal,present,15,0.889,1,1
61,redHorizontal,present,15,1,1,1
61,redHorizontal,present,15,0.894,1,1
61,redHorizontal,absent,15,1.428,1,0
61,redHorizontal,present,15,0.719,1,1
61,redHorizontal,absent,15,1.212,1,0
61,redHorizontal,present,15,0.842,1,1
61,redHorizontal,absent,15,1.112,1,0
61,redHorizontal,absent,15,1.809,1,0
61,redHorizontal,present,15,0.782,1,1
61,redHorizontal,present,15,0.577,1,1
61,redHorizontal,present,15,1.308,1,1
61,redHorizontal,absent,15,1.126,1,0
61,redHorizontal,absent,15,0.86,1,0
61,redHorizontal,absent,15,0.816,1,0
61,redHorizontal,absent,15,0.908,1,0
61,redHorizontal,present,15,0.941,1,1
61,redHorizontal,present,15,0.811,1,1
61,redHorizontal,present,15,0.614,1,1
61,redHorizontal,absent,15,1.244,1,0
61,redHorizontal,present,15,1.409,1,1
61,redHorizontal,absent,15,0.901,1,0
61,redHorizontal,present,15,0.845,1,1
61,redHorizontal,present,15,0.978,1,1
61,redHorizontal,absent,15,0.821,1,0
61,redHorizontal,present,15,0.751,1,1
61,redHorizontal,present,15,0.789,1,1
61,redHorizontal,present,15,0.642,1,1
61,redHorizontal,present,15,0.68,1,1
61,redHorizontal,absent,15,1.123,1,0
61,redHorizontal,absent,15,0.696,1,0
61,redHorizontal,present,15,0.575,1,1
61,redHorizontal,present,15,1.127,1,1
61,redHorizontal,present,15,0.618,1,1
61,redHorizontal,absent,15,0.76,1,0
61,redHorizontal,absent,15,0.994,1,0
61,redHorizontal,present,15,2.753,1,1
61,redHorizontal,absent,15,2.917,1,0
61,greenVertical,absent,15,1.11,1,0
61,greenVertical,present,15,1.16,1,1
61,greenVertical,absent,15,0.831,1,0
61,greenVertical,present,15,0.778,1,1
61,greenVertical,absent,15,0.691,1,0
61,greenVertical,present,15,0.801,1,1
61,greenVertical,present,15,1.037,1,1
61,greenVertical,present,15,0.829,1,1
61,greenVertical,present,15,0.726,1,1
61,greenVertical,absent,15,1.348,1,0
61,greenVertical,absent,15,1.019,1,0
61,greenVertical,absent,15,2.265,1,0
61,greenVertical,absent,15,1.013,1,0
61,greenVertical,present,15,1.061,1,1
61,greenVertical,present,15,1.045,1,1
61,greenVertical,present,15,1.183,1,1
61,greenVertical,present,15,0.564,1,1
61,greenVertical,present,15,0.477,1,1
61,greenVertical,absent,15,0.613,1,0
61,greenVertical,present,15,0.696,1,1
61,greenVertical,absent,15,0.64,1,0
61,greenVertical,present,15,1.076,0,0
61,greenVertical,absent,15,1.062,1,0
61,greenVertical,present,15,0.547,1,1
61,greenVertical,absent,15,1.191,1,0
61,greenVertical,present,15,2.795,1,1
61,greenVertical,present,15,0.56,1,1
61,greenVertical,absent,15,0.973,1,0
61,greenVertical,absent,15,1.895,1,0
61,greenVertical,absent,15,1.292,1,0
61,greenVertical,present,15,1.459,1,1
61,greenVertical,absent,15,2.307,1,0
61,greenVertical,absent,15,0.949,1,0
61,greenVertical,present,15,0.699,1,1
61,greenVertical,present,15,0.646,1,1
61,greenVertical,present,15,0.965,1,1
61,greenVertical,absent,15,0.719,1,0
61,greenVertical,absent,15,0.839,1,0
61,greenVertical,present,15,0.545,1,1
61,greenVertical,present,15,0.727,1,1
61,greenVertical,absent,15,0.895,1,0
61,greenVertical,absent,15,1.343,1,0
61,greenVertical,absent,15,0.645,1,0
61,greenVertical,absent,15,0.646,1,0
61,greenVertical,absent,15,1.253,1,0
61,greenVertical,present,15,1.074,1,1
61,greenVertical,present,15,0.529,1,1
61,greenVertical,absent,15,0.76,1,0
62,greenVertical,absent,15,1.982,1,0
62,greenVertical,present,15,1.664,1,1
62,greenVertical,absent,15,1.543,1,0
62,greenVertical,present,15,1.131,1,1
62,greenVertical,absent,15,1.208,1,0
62,greenVertical,absent,15,1.284,1,0
62,greenVertical,absent,15,0.813,1,0
62,greenVertical,absent,15,0.827,1,0
62,greenVertical,present,15,1.358,1,1
62,greenVertical,present,15,1.161,1,1
62,greenVertical,absent,15,0.797,1,0
62,greenVertical,absent,15,0.942,1,0
62,greenVertical,present,15,0.85,1,1
62,greenVertical,absent,15,0.966,1,0
62,greenVertical,absent,15,0.71,1,0
62,greenVertical,absent,15,0.807,1,0
62,greenVertical,absent,15,0.839,1,0
62,greenVertical,present,15,1.06,1,1
62,greenVertical,absent,15,1.124,1,0
62,greenVertical,present,15,1.062,1,1
62,greenVertical,absent,15,0.995,1,0
62,greenVertical,absent,15,0.696,1,0
62,greenVertical,absent,15,0.658,1,0
62,greenVertical,present,15,0.806,1,1
62,greenVertical,present,15,1.458,1,1
62,greenVertical,present,15,0.992,1,1
62,greenVertical,absent,15,1.443,1,0
62,greenVertical,absent,15,0.949,1,0
62,greenVertical,absent,15,0.611,1,0
62,greenVertical,present,15,0.991,0,0
62,greenVertical,present,15,0.89,1,1
62,greenVertical,absent,15,1.725,1,0
62,greenVertical,absent,15,1.284,1,0
62,greenVertical,present,15,0.678,1,1
62,greenVertical,absent,15,1.073,1,0
62,greenVertical,absent,15,1.427,1,0
62,greenVertical,present,15,0.696,1,1
62,greenVertical,present,15,0.848,1,1
62,greenVertical,present,15,0.614,1,1
62,greenVertical,present,15,0.803,1,1
62,greenVertical,present,15,1.103,1,1
62,greenVertical,present,15,0.831,1,1
62,greenVertical,present,15,0.676,1,1
62,greenVertical,present,15,0.911,1,1
62,greenVertical,present,15,0.729,1,1
62,greenVertical,absent,15,1.068,1,0
62,greenVertical,present,15,1.125,1,1
62,greenVertical,present,15,0.638,1,1
62,greenVertical,absent,15,0.752,1,0
62,greenVertical,present,15,0.816,1,1
62,redHorizontal,present,15,0.86,1,1
62,redHorizontal,present,15,1.485,1,1
62,redHorizontal,absent,15,0.967,1,0
62,redHorizontal,absent,15,0.824,1,0
62,redHorizontal,absent,15,0.795,1,0
62,redHorizontal,absent,15,0.694,1,0
62,redHorizontal,present,15,0.892,1,1
62,redHorizontal,absent,15,0.711,1,0
62,redHorizontal,present,15,0.761,1,1
62,redHorizontal,present,15,0.747,1,1
62,redHorizontal,absent,15,1.298,1,0
62,redHorizontal,present,15,1.042,1,1
62,redHorizontal,present,15,1.429,1,1
62,redHorizontal,present,15,1.648,1,1
62,redHorizontal,present,15,0.977,1,1
62,redHorizontal,present,15,0.854,1,1
62,redHorizontal,present,15,0.944,1,1
62,redHorizontal,absent,15,0.952,1,0
62,redHorizontal,present,15,0.747,1,1
62,redHorizontal,present,15,0.706,1,1
62,redHorizontal,absent,15,1.494,1,0
62,redHorizontal,present,15,0.646,1,1
62,redHorizontal,absent,15,0.74,1,0
62,redHorizontal,absent,15,0.747,1,0
62,redHorizontal,absent,15,0.761,1,0
62,redHorizontal,present,15,1.023,1,1
62,redHorizontal,present,15,0.775,0,0
62,redHorizontal,absent,15,1.726,1,0
62,redHorizontal,present,15,1.362,1,1
62,redHorizontal,present,15,0.951,1,1
62,redHorizontal,absent,15,1.903,1,0
62,redHorizontal,absent,15,0.831,1,0
62,redHorizontal,absent,15,0.835,1,0
62,redHorizontal,present,15,0.891,1,1
62,redHorizontal,present,15,1.065,1,1
62,redHorizontal,present,15,0.64,1,1
62,redHorizontal,absent,15,1.045,1,0
62,redHorizontal,absent,15,0.694,1,0
62,redHorizontal,absent,15,0.743,1,0
62,redHorizontal,absent,15,0.811,1,0
62,redHorizontal,absent,15,0.983,1,0
62,redHorizontal,present,15,0.94,0,0
62,redHorizontal,present,15,0.677,1,1
62,redHorizontal,present,15,0.713,0,0
62,redHorizontal,absent,15,1.042,1,0
62,redHorizontal,absent,15,1.75,1,0
62,redHorizontal,absent,15,0.796,1,0
62,redHorizontal,absent,15,0.753,1,0
62,redHorizontal,absent,15,0.728,1,0
62,redHorizontal,present,15,0.975,1,1
63,redHorizontal,present,15,0.912,1,1
63,redHorizontal,absent,15,2.931,1,0
63,redHorizontal,absent,15,2.126,1,0
63,redHorizontal,absent,15,1.34,1,0
63,redHorizontal,absent,15,1.376,1,0
63,redHorizontal,present,15,0.876,1,1
63,redHorizontal,present,15,1.063,1,1
63,redHorizontal,absent,15,1.028,1,0
63,redHorizontal,absent,15,1.289,1,0
63,redHorizontal,present,15,0.973,1,1
63,redHorizontal,present,15,1.255,1,1
63,redHorizontal,absent,15,0.901,1,0
63,redHorizontal,present,15,0.765,1,1
63,redHorizontal,absent,15,1.111,1,0
63,redHorizontal,absent,15,1.308,1,0
63,redHorizontal,present,15,0.943,1,1
63,redHorizontal,present,15,1.078,1,1
63,redHorizontal,present,15,0.675,1,1
63,redHorizontal,present,15,0.712,1,1
63,redHorizontal,present,15,0.608,1,1
63,redHorizontal,present,15,0.645,1,1
63,redHorizontal,absent,15,1.01,1,0
63,redHorizontal,present,15,0.774,1,1
63,redHorizontal,present,15,0.863,1,1
63,redHorizontal,present,15,1.057,1,1
63,redHorizontal,absent,15,0.757,1,0
63,redHorizontal,absent,15,1.542,1,0
63,redHorizontal,present,15,0.979,1,1
63,redHorizontal,present,15,0.761,1,1
63,redHorizontal,absent,15,1.015,1,0
63,redHorizontal,absent,15,1.293,1,0
63,redHorizontal,absent,15,1.077,1,0
63,redHorizontal,present,15,0.661,0,0
63,redHorizontal,present,15,0.724,1,1
63,redHorizontal,present,15,0.678,1,1
63,redHorizontal,present,15,0.807,1,1
63,redHorizontal,absent,15,1.118,1,0
63,redHorizontal,present,15,0.68,1,1
63,redHorizontal,present,15,0.77,1,1
63,redHorizontal,absent,15,0.916,1,0
63,redHorizontal,absent,15,2.936,1,0
63,redHorizontal,absent,15,1.28,1,0
63,redHorizontal,present,15,0.62,1,1
63,redHorizontal,present,15,0.774,1,1
63,redHorizontal,absent,15,1.65,1,0
63,redHorizontal,absent,15,0.825,1,0
63,redHorizontal,absent,15,0.859,1,0
63,redHorizontal,absent,15,1.243,1,0
63,greenVertical,present,15,1.679,1,1
63,greenVertical,present,15,1.438,1,1
63,greenVertical,present,15,0.795,1,1
63,greenVertical,absent,15,1.285,1,0
63,greenVertical,absent,15,1.35,1,0
63,greenVertical,absent,15,1.104,1,0
63,greenVertical,absent,15,1.069,1,0
63,greenVertical,present,15,0.765,1,1
63,greenVertical,present,15,0.625,1,1
63,greenVertical,present,15,0.693,1,1
63,greenVertical,present,15,0.613,1,1
63,greenVertical,absent,15,1.308,1,0
63,greenVertical,absent,15,1.23,1,0
63,greenVertical,present,15,0.656,1,1
63,greenVertical,absent,15,0.909,1,0
63,greenVertical,present,15,0.71,1,1
63,greenVertical,present,15,0.675,1,1
63,greenVertical,present,15,0.629,1,1
63,greenVertical,present,15,0.878,1,1
63,greenVertical,present,15,0.635,1,1
63,greenVertical,present,15,0.76,1,1
63,greenVertical,present,15,0.607,1,1
63,greenVertical,absent,15,0.611,1,0
63,greenVertical,present,15,0.733,1,1
63,greenVertical,absent,15,0.861,1,0
63,greenVertical,present,15,0.768,1,1
63,greenVertical,absent,15,0.862,1,0
63,greenVertical,absent,15,0.843,1,0
63,greenVertical,absent,15,0.847,1,0
63,greenVertical,absent,15,1.36,1,0
63,greenVertical,present,15,0.609,1,1
63,greenVertical,present,15,0.717,1,1
63,greenVertical,absent,15,0.762,1,0
63,greenVertical,present,15,0.72,1,1
63,greenVertical,present,15,0.676,1,1
63,greenVertical,absent,15,0.776,1,0
63,greenVertical,present,15,0.551,1,1
63,greenVertical,absent,15,0.764,1,0
63,greenVertical,absent,15,0.811,1,0
63,greenVertical,absent,15,1.464,1,0
63,greenVertical,absent,15,1.624,1,0
63,greenVertical,absent,15,1.143,1,0
63,greenVertical,present,15,1.044,1,1
63,greenVertical,absent,15,1.012,1,0
63,greenVertical,absent,15,0.661,1,0
63,greenVertical,present,15,0.675,1,1
63,greenVertical,absent,15,0.614,1,0
