obs,type,targ,nD,rt,accuracy,response
50,greenVertical,present,15,0.576,1,1
50,greenVertical,absent,15,1.125,1,0
50,greenVertical,present,15,0.644,1,1
50,greenVertical,absent,15,1.192,1,0
50,greenVertical,present,15,0.926,1,1
50,greenVertical,present,15,0.643,1,1
50,greenVertical,present,15,0.659,1,1
50,greenVertical,absent,15,1.27,1,0
50,greenVertical,absent,15,0.993,1,0
50,greenVertical,present,15,0.558,1,1
50,greenVertical,present,15,1.35,1,1
51,greenVertical,absent,15,1.163,1,0
51,greenVertical,absent,15,1.411,1,0
51,greenVertical,absent,15,0.879,1,0
51,greenVertical,present,15,0.866,1,1
51,greenVertical,absent,15,1.028,1,0
51,greenVertical,absent,15,1.212,1,0
51,greenVertical,absent,15,1.023,1,0
51,greenVertical,absent,15,0.89,1,0
51,greenVertical,absent,15,0.823,1,0
51,greenVertical,absent,15,0.775,1,0
51,greenVertical,present,15,0.948,1,1
51,greenVertical,present,15,0.865,1,1
51,greenVertical,absent,15,0.856,1,0
51,greenVertical,present,15,1.027,1,1
51,greenVertical,present,15,0.76,1,1
51,greenVertical,present,15,0.948,1,1
51,greenVertical,present,15,0.907,1,1
51,greenVertical,absent,15,0.866,1,0
51,greenVertical,present,15,1.206,1,1
51,greenVertical,absent,15,2.061,1,0
51,greenVertical,present,15,0.855,1,1
51,greenVertical,present,15,0.858,1,1
51,greenVertical,present,15,0.88,1,1
51,greenVertical,present,15,0.949,1,1
51,greenVertical,absent,15,0.993,1,0
51,greenVertical,present,15,0.644,1,1
51,greenVertical,present,15,0.539,1,1
51,greenVertical,present,15,0.793,1,1
51,greenVertical,present,15,0.514,1,1
51,greenVertical,absent,15,0.828,1,0
51,greenVertical,absent,15,0.821,1,0
51,greenVertical,present,15,0.593,1,1
51,greenVertical,present,15,0.799,1,1
51,greenVertical,absent,15,1.06,1,0
51,greenVertical,absent,15,0.78,1,0
51,greenVertical,present,15,1.379,1,1
51,greenVertical,absent,15,0.96,1,0
51,greenVertical,present,15,0.681,1,1
51,greenVertical,present,15,0.957,1,1
51,greenVertical,absent,15,0.781,1,0
51,greenVertical,present,15,0.843,1,1
51,greenVertical,absent,15,1.747,1,0
51,greenVertical,absent,15,0.741,1,0
51,greenVertical,present,15,0.898,1,1
51,greenVertical,absent,15,1.063,1,0
51,greenVertical,present,15,0.948,0,0
51,greenVertical,present,15,0.846,1,1
51,greenVertical,absent,15,1.023,1,0
51,greenVertical,absent,15,0.829,1,0
51,greenVertical,absent,15,0.897,1,0
51,redHorizontal,present,15,1.045,0,0
51,redHorizontal,present,15,1.1,1,1
51,redHorizontal,present,15,0.692,1,1
51,redHorizontal,absent,15,1.337,1,0
51,redHorizontal,absent,15,0.824,1,0
51,redHorizontal,present,15,0.906,1,1
51,redHorizontal,absent,15,0.815,1,0
51,redHorizontal,absent,15,1.175,1,0
51,redHorizontal,absent,15,0.591,1,0
51,redHorizontal,present,15,1.361,1,1
51,redHorizontal,absent,15,0.912,1,0
51,redHorizontal,absent,15,0.723,1,0
51,redHorizontal,present,15,0.86,1,1
51,redHorizontal,present,15,1.163,1,1
51,redHorizontal,present,15,0.606,1,1
51,redHorizontal,present,15,0.922,1,1
51,redHorizontal,present,15,0.675,1,1
51,redHorizontal,absent,15,0.809,1,0
51,redHorizontal,absent,15,0.712,1,0
51,redHorizontal,present,15,0.581,1,1
51,redHorizontal,present,15,0.66,1,1
51,redHorizontal,absent,15,0.748,1,0
51,redHorizontal,present,15,0.809,1,1
51,redHorizontal,absent,15,1.016,1,0
51,redHorizontal,present,15,0.786,1,1
51,redHorizontal,absent,15,0.681,1,0
51,redHorizontal,absent,15,1.005,1,0
51,redHorizontal,present,15,0.778,1,1
51,redHorizontal,present,15,0.556,1,1
51,redHorizontal,absent,15,0.99,1,0
51,redHorizontal,present,15,0.696,1,1
51,redHorizontal,absent,15,1.224,1,0
51,redHorizontal,absent,15,0.801,1,0
51,redHorizontal,present,15,0.806,1,1
51,redHorizontal,absent,15,0.729,1,0
51,redHorizontal,absent,15,0.625,1,0
51,redHorizontal,present,15,0.971,1,1
51,redHorizontal,present,15,0.583,1,1
51,redHorizontal,present,15,0.775,1,1
51,redHorizontal,absent,15,0.831,1,0
51,redHorizontal,absent,15,0.845,1,0
51,redHorizontal,present,15,0.599,1,1
51,redHorizontal,present,15,0.656,1,1
51,redHorizontal,absent,15,0.994,1,0
51,redHorizontal,absent,15,0.808,1,0
51,redHorizontal,absent,15,0.806,0,1
51,redHorizontal,present,15,0.889,1,1
51,redHorizontal,absent,15,1.18,1,0
51,redHorizontal,absent,15,0.796,1,0
51,redHorizontal,present,15,0.593,1,1
52,redHorizontal,absent,15,0.90744,1,0
52,redHorizontal,present,15,0.535365,0,0
52,redHorizontal,present,15,1.02038,1,1
52,redHorizontal,present,15,0.58117,1,1
52,redHorizontal,absent,15,0.76595,0,1
52,redHorizontal,absent,15,0.712125,1,0
52,redHorizontal,absent,15,0.774125,1,0
52,redHorizontal,present,15,0.55161,1,1
52,redHorizontal,present,15,0.61633,1,1
52,redHorizontal,absent,15,1.548765,1,0
52,redHorizontal,absent,15,1.07171,1,0
52,redHorizontal,present,15,0.5024,1,1
52,redHorizontal,absent,15,0.575025,1,0
52,redHorizontal,present,15,0.49034,0,0
52,redHorizontal,absent,15,0.591535,1,0
52,redHorizontal,present,15,0.75275,1,1
52,redHorizontal,absent,15,0.61645,1,0
52,redHorizontal,absent,15,1.494,1,0
52,redHorizontal,absent,15,0.61567,1,0
52,redHorizontal,present,15,0.50211,1,1
52,redHorizontal,present,15,0.6513,1,1
52,redHorizontal,present,15,0.79753,1,1
52,redHorizontal,absent,15,1.339815,1,0
52,redHorizontal,present,15,0.6347,1,1
52,redHorizontal,absent,15,0.63757,1,0
52,redHorizontal,absent,15,0.657405,1,0
52,redHorizontal,absent,15,1.08322,1,0
52,redHorizontal,present,15,0.559315,1,1
52,redHorizontal,absent,15,0.742705,1,0
52,redHorizontal,absent,15,0.604715,1,0
52,redHorizontal,absent,15,0.730365,1,0
52,redHorizontal,present,15,0.67696,0,0
52,redHorizontal,absent,15,0.552105,1,0
52,redHorizontal,present,15,0.51519,1,1
52,redHorizontal,present,15,1.230095,1,1
52,redHorizontal,present,15,0.49596,1,1
52,redHorizontal,absent,15,0.48375,1,0
52,redHorizontal,present,15,0.699865,1,1
52,redHorizontal,absent,15,0.62053,1,0
52,redHorizontal,absent,15,0.747025,1,0
52,redHorizontal,present,15,1.058555,1,1
52,redHorizontal,absent,15,0.464905,1,0
52,redHorizontal,present,15,1.34474,1,1
52,redHorizontal,present,15,0.750215,0,0
52,redHorizontal,present,15,0.71238,1,1
52,redHorizontal,present,15,0.83923,1,1
52,redHorizontal,present,15,1.26821,1,1
52,redHorizontal,present,15,0.8874,1,1
52,redHorizontal,absent,15,0.744475,1,0
52,greenVertical,present,15,0.54737,1,1
52,greenVertical,present,15,0.92297,1,1
52,greenVertical,absent,15,0.82915,1,0
52,greenVertical,present,15,1.2168350000000001,1,1
52,greenVertical,absent,15,2.92861,1,0
52,greenVertical,absent,15,0.77078,1,0
52,greenVertical,absent,15,1.05141,1,0
52,greenVertical,present,15,1.190055,1,1
52,greenVertical,present,15,0.85434,1,1
52,greenVertical,absent,15,0.82796,1,0
52,greenVertical,absent,15,1.023405,1,0
52,greenVertical,absent,15,0.79286,1,0
52,greenVertical,present,15,0.75425,1,1
52,greenVertical,absent,15,0.625805,1,0
52,greenVertical,absent,15,0.85505,0,1
52,greenVertical,absent,15,0.633605,1,0
52,greenVertical,present,15,0.64736,1,1
52,greenVertical,absent,15,0.797345,1,0
52,greenVertical,present,15,0.75038,1,1
52,greenVertical,absent,15,0.81038,1,0
52,greenVertical,present,15,0.830795,1,1
52,greenVertical,present,15,0.626375,1,1
52,greenVertical,present,15,1.23876,0,0
52,greenVertical,present,15,0.67762,1,1
52,greenVertical,absent,15,1.01652,1,0
52,greenVertical,absent,15,0.95702,1,0
52,greenVertical,absent,15,1.013395,1,0
52,greenVertical,absent,15,0.890135,1,0
52,greenVertical,absent,15,0.651125,1,0
52,greenVertical,absent,15,0.67717,1,0
52,greenVertical,present,15,0.624835,1,1
52,greenVertical,absent,15,0.65696,1,0
52,greenVertical,absent,15,0.781355,1,0
52,greenVertical,present,15,0.826345,1,1
52,greenVertical,absent,15,0.594585,1,0
52,greenVertical,absent,15,0.985815,1,0
52,greenVertical,present,15,0.597965,1,1
52,greenVertical,absent,15,1.6205,1,0
52,greenVertical,present,15,0.54533,1,1
52,greenVertical,present,15,2.05107,1,1
52,greenVertical,present,15,0.716425,1,1
52,greenVertical,present,15,0.747295,1,1
52,greenVertical,present,15,1.003255,1,1
52,greenVertical,present,15,0.52383,1,1
52,greenVertical,present,15,0.647875,1,1
52,greenVertical,absent,15,0.771505,1,0
52,greenVertical,absent,15,0.705775,1,0
52,greenVertical,present,15,0.789375,1,1
52,greenVertical,present,15,0.599165,1,1
52,greenVertical,present,15,0.58138,1,1
53,greenVertical,present,15,0.613884998,1,1
53,greenVertical,absent,15,0.569839999,0,1
53,greenVertical,present,15,1.112775002,1,1
53,greenVertical,present,15,0.88954,1,1
53,greenVertical,present,15,0.9629,1,1
53,greenVertical,present,15,2.649359999,1,1
53,greenVertical,present,15,1.019979998,1,1
53,greenVertical,absent,15,1.103219999,1,0
53,greenVertical,absent,15,1.454064999,1,0
53,greenVertical,present,15,1.34616,1,1
53,greenVertical,absent,15,0.603794999,1,0
53,greenVertical,present,15,1.32869,1,1
53,greenVertical,present,15,1.287205001,1,1
53,greenVertical,present,15,1.222655,1,1
53,greenVertical,absent,15,1.328915,1,0
53,greenVertical,absent,15,1.212269999,1,0
53,greenVertical,present,15,1.3871,1,1
53,greenVertical,absent,15,1.3123,1,0
53,greenVertical,present,15,1.195985001,1,1
53,greenVertical,absent,15,1.080845,1,0
53,greenVertical,present,15,1.498199999,1,1
53,greenVertical,absent,15,1.26183,1,0
53,greenVertical,absent,15,0.928395001,1,0
53,greenVertical,absent,15,2.065505,1,0
53,greenVertical,absent,15,0.965640001,1,0
53,greenVertical,present,15,0.999645,1,1
53,greenVertical,present,15,1.11221,1,1
53,greenVertical,absent,15,1.214025,1,0
53,greenVertical,absent,15,1.145515,1,0
53,greenVertical,present,15,1.64553,1,1
53,greenVertical,present,15,1.20537,1,1
53,greenVertical,absent,15,0.81239,1,0
53,greenVertical,present,15,1.348059999,1,1
53,greenVertical,absent,15,1.151965,1,0
53,greenVertical,present,15,3.233130001,1,1
53,greenVertical,absent,15,0.808260001,1,0
53,greenVertical,absent,15,2.38871,1,0
53,greenVertical,absent,15,1.053985,0,1
53,greenVertical,present,15,1.569385001,1,1
53,greenVertical,absent,15,1.262135001,1,0
53,greenVertical,present,15,1.118054999,1,1
