key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,key_resp_9.keys,key_resp_9.rt,key_resp_14.keys,key_resp_14.rt,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_12.keys,key_resp_12.rt,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,ImageFile,tarPos,targPres,numDist,targetName,correctAns,difficulty,participant,age,sex,date,expName,psychopyVersion,OS,frameRate,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,condsFile,targName,instructionText,stimExample,posit,size,stimSize,practiceFile,key_resp_15.keys,key_resp_15.rt
,,,,,,,,,,,,,,,,a,1,0.942765,,,,,,,,0_targ_10_dist_green/trial9.png,,0,10,greenverival,a,mid,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.138885,0,45,45,110,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,0.875155,,,,,,,,0_targ_4_dist_green/trial6.png,,0,4,greenverival,a,easy,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.10994,0,46,46,94,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,0.7017,,,,,,,,15_dist_green/trial10.png,,1,15,greenverival,p,hard,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.139685,0,47,47,65,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,0.72573,,,,,,,,15_dist_green/trial17.png,,1,15,greenverival,p,hard,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.10227,0,48,48,72,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,0.94833,,,,,,,,0_targ_10_dist_green/trial13.png,,0,10,greenverival,a,mid,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.09468,0,49,49,114,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,0.74443,,,,,,,,3_dist_green/trial22.png,,1,3,greenverival,p,easy,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.121225,0,50,50,31,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,0.687685,,,,,,,,9_dist_green/trial23.png,,1,9,greenverival,p,mid,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.13619,0,51,51,55,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,0.75417,,,,,,,,0_targ_10_dist_green/trial3.png,,0,10,greenverival,a,mid,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.11671,0,52,52,104,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,0.673695,,,,,,,,0_targ_4_dist_green/trial12.png,,0,4,greenverival,a,easy,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.077545,0,53,53,90,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,0.95861,,,,,,,,0_targ_10_dist_green/trial25.png,,0,10,greenverival,a,mid,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.08584,0,54,54,126,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,0.663365,,,,,,,,3_dist_green/trial13.png,,1,3,greenverival,p,easy,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.1028,0,55,55,22,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,0.63566,,,,,,,,3_dist_green/trial24.png,,1,3,greenverival,p,easy,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.07633,0,56,56,33,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,0.877685,,,,,,,,15_dist_green/trial1.png,,1,15,greenverival,p,hard,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.09079,0,57,57,4,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,0.727775,,,,,,,,0_targ_4_dist_green/trial6.png,,0,4,greenverival,a,easy,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.09908,0,58,58,84,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,0.74571,,,,,,,,9_dist_green/trial2.png,,1,9,greenverival,p,mid,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.054475,0,59,59,3,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,0.763315,,,,,,,,9_dist_green/trial17.png,,1,9,greenverival,p,mid,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.07777,0,60,60,49,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,0.73422,,,,,,,,15_dist_green/trial16.png,,1,15,greenverival,p,hard,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.069305,0,61,61,71,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,0.68342,,,,,,,,0_targ_16_dist_green/trial25.png,,0,16,greenverival,a,hard,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.05976,0,62,62,149,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,0.673975,,,,,,,,15_dist_green/trial11.png,,1,15,greenverival,p,hard,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.08502,0,63,63,66,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,0.816625,,,,,,,,0_targ_4_dist_green/trial14.png,,0,4,greenverival,a,easy,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.12794,0,64,64,92,1,,,,,,,,,,,,,,,
